adcode,name,longitude,latitude
130828213000,哈里哈乡,,
130828215000,张家湾乡,,
130828216000,宝元栈乡,,
130828217000,山湾子乡,,
130828218000,三义永乡,,
130828219000,姜家店乡,,
130828220000,下伙房乡,,
130828221000,燕格柏乡,,
130828222000,牌楼乡,,
130828224000,老窝铺乡,,
130828226000,石桌子乡,,
130828227000,大头山乡,,
130828228000,南山嘴乡,,
130828229000,西龙头乡,,
130828450000,塞罕坝机械林场,,
130828500000,国营御道口牧场,,
130881000000,平泉市,,
130881100000,平泉镇,,
130881101000,黄土梁子镇,,
130881102000,榆树林子镇,,
130881103000,杨树岭镇,,
130881104000,七沟镇,,
130881105000,小寺沟镇,,
130881106000,党坝镇,,
130881109000,卧龙镇,,
130881110000,南五十家子镇,,
130881111000,北五十家子镇,,
130881112000,桲椤树镇,,
130881113000,柳溪镇,,
130881200000,王土房乡,,
130881203000,七家岱满族乡,,
130881204000,平北镇,,
130881206000,茅兰沟满族蒙古族乡,,
130881207000,台头山乡,,
130881209000,松树台乡,,
130881210000,道虎沟乡,,
130900000000,沧州市,,
130902000000,新华区,,
130902001000,建设北街街道,,
130902002000,车站街道,,
130902003000,南大街街道,,
130902004000,东环中街街道,,
130902005000,道东街道,,
130902200000,小赵庄乡,,
130902400000,沧州开发区,,
130903000000,运河区,,
130903001000,水月寺街街道,,
130903002000,南环中路街道,,
130903003000,南湖街道,,
130903004000,市场街道,,
130903005000,西环中街街道,,
130903006000,公园街道,,
130903100000,小王庄镇,,
130903101000,南陈屯镇,,
130921000000,沧县,,
130921100000,旧州镇,,
130921101000,兴济镇,,
130921102000,杜生镇,,
130921103000,崔尔庄镇,,
130921104000,李天木镇,,
130921105000,姚官屯镇,,
130921106000,纸房头镇,,
130921200000,薛官屯乡,,
130921201000,捷地回族乡,,
130921202000,张官屯乡,,
130921204000,风化店乡,,
130921206000,杜林回族乡,,
130921207000,汪家铺乡,,
130921208000,刘家庙乡,,
130921209000,仵龙堂乡,,
130921210000,大官厅乡,,
130921211000,高川乡,,
130921212000,黄递铺乡,,
130921213000,大褚村回族乡,,
130922000000,青县,,
130922100000,清州镇,,
130922101000,金牛镇,,
130922102000,新兴镇,,
130922103000,流河镇,,
130922104000,木门店镇,,
130922105000,马厂镇,,
130922106000,盘古镇,,
130922107000,曹寺镇,,
130922200000,上伍乡,,
130922203000,陈嘴乡,,
130922400000,青县农场,,
130923000000,东光县,,
130923100000,东光镇,,
130923101000,连镇镇,,
130923102000,找王镇,,
130923103000,秦村镇,,
130923104000,灯明寺镇,,
130923105000,南霞口镇,,
130923106000,大单镇,,
130923107000,龙王李镇,,
130923201000,于桥乡,,
130924000000,海兴县,,
130924100000,苏基镇,,
130924101000,辛集镇,,
130924102000,高湾镇,,
130924103000,赵毛陶镇,,
130924201000,香坊乡,,
130924202000,小山乡,,
130924203000,张会亭乡,,
130924400000,海兴县农场,,
130924401000,青先农场,,
130924402000,青锋农场,,
130925000000,盐山县,,
130925100000,盐山镇,,
130925101000,望树镇,,
130925102000,庆云镇,,
130925103000,韩集镇,,
130925104000,千童镇,,
130925105000,圣佛镇,,
130925106000,边务镇,,
130925107000,小庄镇,,
130925108000,杨集镇,,
130925201000,小营乡,,
130925203000,孟店乡,,
130925204000,常庄乡,,
130926000000,肃宁县,,
130926100000,肃宁镇,,
130926101000,梁家村镇,,
130926102000,窝北镇,,
130926103000,尚村镇,,
130926104000,万里镇,,
130926105000,师素镇,,
130926106000,河北留善寺镇,,
130926107000,付家佐镇,,
130926205000,邵庄乡,,
130927000000,南皮县,,
130927100000,南皮镇,,
130927101000,冯家口镇,,
130927102000,寨子镇,,
130927103000,鲍官屯镇,,
130927104000,王寺镇,,
130927105000,乌马营镇,,
130927106000,潞灌镇,,
130927200000,大浪淀乡,,
130927201000,刘八里乡,,
130928000000,吴桥县,,
130928100000,桑园镇,,
130928101000,铁城镇,,
130928102000,于集镇,,
130928103000,梁集镇,,
130928104000,安陵镇,,
130928200000,曹家洼乡,,
130928201000,宋门乡,,
130928202000,杨家寺乡,,
130928203000,沟店铺乡,,
130928204000,何庄乡,,
130929000000,献县,,
130929100000,乐寿镇,,
130929101000,淮镇镇,,
130929102000,郭庄镇,,
130929103000,河城街镇,,
130929104000,韩村镇,,
130929105000,陌南镇,,
130929106000,陈庄镇,,
130929107000,段村镇,,
130929108000,高官镇,,
130929109000,十五级镇,,
130929206000,商林乡,,
130929208000,本斋回族乡,,
130929209000,张村乡,,
130929210000,临河乡,,
130929211000,小平王乡,,
130929213000,垒头乡,,
130929214000,南河头乡,,
130929215000,西城乡,,
130930000000,孟村回族自治县,,
130930100000,孟村镇,,
130930101000,新县镇,,
130930102000,辛店镇,,
130930103000,高寨镇,,
130930200000,宋庄子乡,,
130930201000,牛进庄乡,,
130981000000,泊头市,,
130981001000,解放街道,,
130981002000,河东街道,,
130981003000,鼓楼街道,,
130981100000,泊镇,,
130981101000,交河镇,,
130981102000,齐桥镇,,
130981103000,寺门村镇,,
130981104000,郝村镇,,
130981105000,富镇,,
130981106000,文庙镇,,
130981107000,洼里王镇,,
130981108000,四营镇,,
130981201000,王武庄乡,,
130981202000,营子乡,,
130981204000,西辛店乡,,
130982000000,任丘市,,
130982001000,新华路街道,,
130982002000,西环路街道,,
130982003000,永丰路街道,,
130982004000,中华路街道,,
130982100000,出岸镇,,
130982101000,石门桥镇,,
130982102000,吕公堡镇,,
130982103000,长丰镇,,
130982104000,鄚州镇,,
130982105000,苟各庄镇,,
130982106000,辛中驿镇,,
130982107000,梁召镇,,
130982108000,麻家坞镇,,
130982109000,北辛庄镇,,
130982110000,议论堡镇,,
130982204000,青塔乡,,
130982206000,七间房乡,,
130982207000,北汉乡,,
130982208000,于村乡,,
130982400000,华北石油管理局,,
130982500000,开发区管理委员会,,
130983000000,黄骅市,,
130983001000,骅东街道,,
130983002000,骅中街道,,
130983003000,骅西街道,,
130983100000,黄骅镇,,
130983101000,南排河镇,,
130983102000,吕桥镇,,
130983103000,旧城镇,,
130983104000,齐家务镇,,
130983105000,滕庄子镇,,
130983106000,羊二庄镇,,
130983107000,常郭镇,,
130983204000,官庄乡,,
130983206000,新村回族乡,,
130983207000,羊三木回族乡,,
130983400000,南大港管理区,,
130983401000,国营中捷农场,,
130983403000,临港化工园区,,
130984000000,河间市,,
130984001000,瀛州路街道,,
130984002000,城垣西路街道,,
130984101000,米各庄镇,,
130984102000,景和镇,,
130984103000,卧佛堂镇,,
130984104000,束城镇,,
130984105000,留古寺镇,,
130984106000,沙河桥镇,,
130984107000,诗经村镇,,
130984108000,尊祖庄镇,,
130984109000,兴村镇,,
130984110000,行别营镇,,
130984111000,故仙镇,,
130984201000,黎民居乡,,
130984203000,沙洼乡,,
130984204000,西九吉乡,,
130984205000,北石槽乡,,
130984206000,果子洼回族乡,,
130984209000,时村乡,,
130984212000,龙华店乡,,
131000000000,廊坊市,,
131002000000,安次区,,
131002001000,银河南路街道,,
131002002000,光明西道街道,,
131002003000,永华道街道,,
131002100000,落垡镇,,
131002101000,码头镇,,
131002102000,葛渔城镇,,
131002103000,东沽港镇,,
131002104000,杨税务镇,,
131002105000,北史家务镇,,
131002106000,调河头镇,,
131002107000,仇庄镇,,
131003000000,广阳区,,
131003001000,银河北路街道,,
131003002000,爱民东道街道,,
131003003000,解放道街道,,
131003004000,新开路街道,,
131003005000,新源道街道,,
131003100000,南尖塔镇,,
131003101000,万庄镇,,
131003102000,九州镇,,
131003103000,北旺镇,,
131003450000,廊坊经济技术开发区,,
131022000000,固安县,,
131022100000,固安镇,,
131022101000,宫村镇,,
131022102000,柳泉镇,,
131022103000,牛驼镇,,
131022104000,马庄镇,,
131022105000,东湾镇,,
131022106000,渠沟镇,,
131022201000,彭村乡,,
131022203000,礼让店乡,,
131023000000,永清县,,
131023001000,城区街道,,
131023100000,永清镇,,
131023101000,韩村镇,,
131023102000,后弈镇,,
131023103000,别古庄镇,,
131023104000,里澜城镇,,
131023200000,管家务回族乡,,
131023201000,曹家务乡,,
131023202000,龙虎庄乡,,
131023203000,刘街乡,,
131023204000,三圣口乡,,
131024000000,香河县,,
131024100000,淑阳镇,,
131024101000,蒋辛屯镇,,
131024102000,渠口镇,,
131024103000,安头屯镇,,
131024104000,安平镇,,
131024105000,刘宋镇,,
131024106000,五百户镇,,
131024107000,钳屯镇,,
131024108000,钱旺镇,,
131025000000,大城县,,
131025100000,平舒镇,,
131025101000,旺村镇,,
131025102000,大尚屯镇,,
131025103000,南赵扶镇,,
131025104000,留各庄镇,,
131025105000,权村镇,,
131025106000,里坦镇,,
131025107000,广安镇,,
131025108000,北魏镇,,
131025109000,臧屯镇,,
131025400000,摩配园区管委会,,
131026000000,文安县,,
131026100000,文安镇,,
131026101000,新镇镇,,
131026102000,苏桥镇,,
131026103000,大柳河镇,,
131026104000,左各庄镇,,
131026105000,滩里镇,,
131026106000,史各庄镇,,
131026107000,赵各庄镇,,
131026108000,兴隆宫镇,,
131026109000,大留镇镇,,
131026110000,孙氏镇,,
131026111000,德归镇,,
131026200000,大围河回族满族乡,,
131028000000,大厂回族自治县,,
131028100000,大厂镇,,
131028101000,夏垫镇,,
131028102000,祁各庄镇,,
131028103000,陈府镇,,
131028104000,邵府镇,,
131081000000,霸州市,,
131081001000,裕华街道,,
131081100000,霸州镇,,
131081101000,南孟镇,,
131081102000,信安镇,,
131081103000,堂二里镇,,
131081104000,煎茶铺镇,,
131081105000,胜芳镇,,
131081106000,扬芬港镇,,
131081107000,康仙庄镇,,
131081108000,王庄子镇,,
131081200000,岔河集乡,,
131081202000,东杨庄乡,,
131081204000,东段乡,,
131082000000,三河市,,
131082001000,鼎盛东街道,,
131082002000,泃阳西街道,,
131082100000,泃阳镇,,
131082101000,李旗庄镇,,
131082102000,杨庄镇,,
131082103000,皇庄镇,,
131082104000,新集镇,,
131082105000,段甲岭镇,,
131082106000,黄土庄镇,,
131082107000,高楼镇,,
131082108000,齐心庄镇,,
131082109000,燕郊镇,,
131082450000,燕郊经济技术开发区,,
131100000000,衡水市,,
131102000000,桃城区,,
131102001000,河西街道,,
131102002000,河东街道,,
131102003000,路北街道,,
131102004000,中华大街街道,,
131102100000,郑家河沿镇,,
131102101000,赵家圈镇,,
131102102000,邓庄镇,,
131102200000,何家庄乡,,
131102201000,大麻森乡,,
131102203000,彭杜村乡,,
131102400000,衡水高新技术产业开发区,,
131102401000,衡水湖自然保护区管理处,,
131103000000,冀州区,,
131103100000,冀州镇,,
131103101000,官道李镇,,
131103102000,南午村镇,,
131103103000,周村镇,,
131103104000,码头李镇,,
131103105000,西王镇,,
131103107000,魏家屯镇,,
131103200000,门家庄乡,,
131103201000,徐家庄乡,,
131103202000,北漳淮乡,,
131103203000,小寨乡,,
131121000000,枣强县,,
131121100000,枣强镇,,
131121101000,恩察镇,,
131121102000,大营镇,,
131121103000,嘉会镇,,
131121104000,马屯镇,,
131121105000,肖张镇,,
131121106000,张秀屯镇,,
131121107000,新屯镇,,
131121108000,唐林镇,,
131121202000,王均乡,,
131121204000,王常乡,,
131122000000,武邑县,,
131122100000,武邑镇,,
131122101000,清凉店镇,,
131122102000,审坡镇,,
131122103000,赵桥镇,,
131122104000,韩庄镇,,
131122105000,肖桥头镇,,
131122106000,龙店镇,,
131122201000,圈头乡,,
131122203000,大紫塔乡,,
131123000000,武强县,,
131123100000,武强镇,,
131123101000,街关镇,,
131123102000,周窝镇,,
131123103000,东孙庄镇,,
131123104000,豆村镇,,
131123201000,北代乡,,
131124000000,饶阳县,,
131124100000,饶阳镇,,
131124101000,大尹村镇,,
131124102000,五公镇,,
131124103000,大官亭镇,,
131124104000,王同岳镇,,
131124105000,东里满镇,,
131124106000,留楚镇,,
131125000000,安平县,,
131125100000,安平镇,,
131125101000,马店镇,,
131125102000,南王庄镇,,
131125103000,大子文镇,,
131125104000,东黄城镇,,
131125200000,大何庄乡,,
131125201000,程油子乡,,
131125202000,西两洼乡,,
131126000000,故城县,,
131126100000,郑口镇,,
131126101000,夏庄镇,,
131126102000,青罕镇,,
131126103000,故城镇,,
131126104000,武官寨镇,,
131126105000,饶阳店镇,,
131126106000,军屯镇,,
131126107000,建国镇,,
131126108000,西半屯镇,,
131126109000,房庄镇,,
131126110000,三朗镇,,
131126200000,辛庄乡,,
131126201000,里老乡,,
131127000000,景县,,
131127100000,景州镇,,
131127101000,龙华镇,,
131127102000,广川镇,,
131127103000,王瞳镇,,
131127104000,洚河流镇,,
131127105000,安陵镇,,
131127106000,杜桥镇,,
131127107000,王谦寺镇,,
131127108000,留智庙镇,,
131127109000,北留智镇,,
131127110000,梁集镇,,
131127200000,刘集乡,,
131127201000,连镇乡,,
131127203000,温城乡,,
131127204000,后留名府乡,,
131127205000,青兰乡,,
131128000000,阜城县,,
131128100000,阜城镇,,
131128101000,古城镇,,
131128102000,码头镇,,
131128103000,霞口镇,,
131128104000,崔家庙镇,,
131128105000,漫河镇,,
131128201000,建桥乡,,
131128202000,蒋坊乡,,
131128203000,大白乡,,
131128204000,王集乡,,
131182000000,深州市,,
131182100000,唐奉镇,,
131182101000,深州镇,,
131182102000,辰时镇,,
131182103000,榆科镇,,
131182104000,魏家桥镇,,
131182105000,大堤镇,,
131182106000,前磨头镇,,
131182107000,王家井镇,,
131182108000,护驾迟镇,,
131182109000,大屯镇,,
131182110000,高古庄镇,,
131182111000,北溪村镇,,
131182112000,大冯营镇,,
131182200000,兵曹乡,,
131182201000,穆村乡,,
131182202000,东安庄乡,,
131182206000,乔屯乡,,
140000000000,山西省,,
140100000000,太原市,,
140105000000,小店区,,
140105001000,坞城街道,,
140105002000,营盘街道,,
140105003000,北营街道,,
140105004000,平阳路街道,,
140105005000,黄陵街道,,
140105006000,小店街道,,
140105007000,龙城街道,,
140105100000,北格镇,,
140105200000,西温庄乡,,
140105201000,刘家堡乡,,
140105401000,太原高新技术产业开发区,,
140105501000,太原经济技术开发区,,
140106000000,迎泽区,,
140106001000,柳巷街道,,
140106002000,文庙街道,,
140106003000,庙前街道,,
140106004000,迎泽街道,,
140106005000,桥东街道,,
140106006000,老军营街道,,
140106100000,郝庄镇,,
140107000000,杏花岭区,,
140107001000,巨轮街道,,
140107002000,三桥街道,,
140107003000,鼓楼街道,,
140107004000,杏花岭街道,,
140107005000,坝陵桥街道,,
140107006000,大东关街道,,
140107007000,职工新街街道,,
140107008000,敦化坊街道,,
140107009000,涧河街道,,
140107010000,杨家峪街道,,
140107100000,中涧河镇,,
140108000000,尖草坪区,,
140108001000,尖草坪街道,,
140108002000,光社街道,,
140108003000,上兰街道,,
140108004000,南寨街道,,
140108005000,迎新街道,,
140108006000,古城街道,,
140108007000,汇丰街道,,
140108008000,柴村街道,,
140108009000,新城街道,,
140108100000,向阳镇,,
140108101000,阳曲镇,,
140108201000,柏板乡,,
140108202000,西墕乡,,
140109000000,万柏林区,,
140109001000,千峰街道,,
140109002000,下元街道,,
140109003000,和平街道,,
140109004000,兴华街道,,
140109005000,万柏林街道,,
140109006000,杜儿坪街道,,
140109007000,白家庄街道,,
140109008000,南寒街道,,
140109009000,西铭街道,,
140109010000,小井峪街道,,
140109012000,东社街道,,
140109014000,长风西街街道,,
140109015000,神堂沟街道,,
140109016000,王化街道,,
140110000000,晋源区,,
140110001000,义井街道,,
140110002000,罗城街道,,
140110003000,晋源街道,,
140110100000,金胜镇,,
140110101000,晋祠镇,,
140110102000,姚村镇,,
140121000000,清徐县,,
140121100000,清源镇,,
140121101000,徐沟镇,,
140121102000,东于镇,,
140121103000,孟封镇,,
140121200000,马峪乡,,
140121201000,柳杜乡,,
140121202000,西谷乡,,
140121203000,王答乡,,
140121204000,集义乡,,
140122000000,阳曲县,,
140122100000,黄寨镇,,
140122101000,大盂镇,,
140122102000,东黄水镇,,
140122103000,泥屯镇,,
140122200000,高村乡,,
140122201000,侯村乡,,
140122202000,凌井店乡,,
140122203000,西凌井乡,,
140122205000,杨兴乡,,
140123000000,娄烦县,,
140123100000,娄烦镇,,
140123101000,静游镇,,
140123102000,杜交曲镇,,
140123201000,马家庄乡,,
140123202000,盖家庄乡,,
140123203000,米峪镇乡,,
140123204000,天池店乡,,
140181000000,古交市,,
140181001000,东曲街道,,
140181002000,西曲街道,,
140181003000,桃园街道,,
140181004000,屯兰街道,,
140181100000,河口镇,,
140181101000,镇城底镇,,
140181102000,马兰镇,,
140181201000,嘉乐泉乡,,
140181202000,梭峪乡,,
140181203000,岔口乡,,
140181204000,常安乡,,
140181205000,原相乡,,
140181206000,邢家社乡,,
140200000000,大同市,,
140212000000,新荣区,,
140212100000,新荣镇,,
140212101000,古店镇,,
140212102000,花园屯镇,,
140212200000,破鲁堡乡,,
140212202000,郭家窑乡,,
140212206000,西村乡,,
140212209000,堡子湾乡,,
140213000000,平城区,,
140213013000,水泊寺街道,,
140213201000,新旺乡,,
140213205000,马军营乡,,
140214000000,云冈区,,
140214101000,高山镇,,
140214102000,云冈镇,,
140214200000,口泉乡,,
140214206000,西韩岭乡,,
140214207000,平旺乡,,
140214210000,鸦儿崖乡,,
140215000000,云州区,,
140215100000,西坪镇,,
140215101000,倍加造镇,,
140215102000,周士庄镇,,
140215201000,吉家庄乡,,
140215202000,峰峪乡,,
140215204000,杜庄乡,,
140215205000,党留庄乡,,
140215209000,聚乐乡,,
140215211000,许堡乡,,
140221000000,阳高县,,
140221100000,龙泉镇,,
140221101000,罗文皂镇,,
140221102000,大白登镇,,
140221103000,王官屯镇,,
140221104000,古城镇,,
140221105000,东小村镇,,
140221106000,友宰镇,,
140221201000,长城乡,,
140221204000,狮子屯乡,,
140221209000,下深井乡,,
140221212000,鳌石乡,,
140222000000,天镇县,,
140222100000,玉泉镇,,
140222101000,谷前堡镇,,
140222102000,米薪关镇,,
140222103000,逯家湾镇,,
140222104000,新平堡镇,,
140222200000,三十里铺乡,,
140222204000,贾家屯乡,,
140222206000,赵家沟乡,,
140222208000,南高崖乡,,
140222209000,张西河乡,,
140222210000,马家皂乡,,
140223000000,广灵县,,
140223100000,壶泉镇,,
140223101000,南村镇,,
140223102000,梁庄镇,,
140223103000,加斗镇,,
140223104000,作疃镇,,
140223200000,一斗泉乡,,
140223202000,蕉山乡,,
140223206000,宜兴乡,,
140224000000,灵丘县,,
140224100000,武灵镇,,
140224101000,东河南镇,,
140224102000,上寨镇,,
140224200000,落水河乡,,
140224205000,赵北乡,,
140224206000,石家田乡,,
140224207000,柳科乡,,
140224208000,白崖台乡,,
140224210000,红石塄乡,,
140224212000,下关乡,,
140224213000,独峪乡,,
140225000000,浑源县,,
140225100000,永安镇,,
140225101000,西坊城镇,,
140225102000,蔡村镇,,
140225103000,沙圪坨镇,,
140225104000,王庄堡镇,,
140225106000,青磁窑镇,,
140225201000,东坊城乡,,
140225203000,裴村乡,,
140225204000,驼峰乡,,
140225205000,西留村乡,,
140225206000,下韩村乡,,
140225208000,南榆林乡,,
140225210000,吴城乡,,
140225213000,大仁庄乡,,
140225215000,千佛岭乡,,
140225218000,官儿乡,,
140226000000,左云县,,
140226100000,云兴镇,,
140226101000,鹊儿山镇,,
140226102000,店湾镇,,
140226200000,管家堡乡,,
140226201000,张家场乡,,
140226205000,三屯乡,,
140226206000,马道头乡,,
140226207000,小京庄乡,,
140300000000,阳泉市,,
140302000000,城区,,
140302001000,上站街道,,
140302002000,下站街道,,
140302003000,北大街街道,,
140302004000,南山路街道,,
140302005000,义井街道,,
140303000000,矿区,,
140303001000,平潭街街道,,
140303002000,桥头街道,,
140303003000,蔡洼街道,,
140303004000,赛鱼街道,,
140303005000,沙坪街道,,
140303006000,贵石沟街道,,
140311000000,郊区,,
140311100000,荫营镇,,
140311101000,河底镇,,
140311102000,义井镇,,
140311103000,平坦镇,,
140311200000,西南舁乡,,
140311201000,杨家庄乡,,
140311202000,李家庄乡,,
140311203000,旧街乡,,
140311400000,开发区,,
140321000000,平定县,,
140321100000,冠山镇,,
140321101000,冶西镇,,
140321102000,锁簧镇,,
140321103000,张庄镇,,
140321104000,东回镇,,
140321105000,柏井镇,,
140321106000,娘子关镇,,
140321107000,巨城镇,,
140321200000,石门口乡,,
140321201000,岔口乡,,
140322000000,盂县,,
140322100000,秀水镇,,
140322101000,孙家庄镇,,
140322102000,路家村镇,,
140322103000,南娄镇,,
140322104000,牛村镇,,
140322105000,苌池镇,,
140322106000,上社镇,,
140322107000,西烟镇,,
140322200000,仙人乡,,
140322201000,北下庄乡,,
140322203000,梁家寨乡,,
140322204000,西潘乡,,
140322205000,东梁乡,,
140400000000,长治市,,
140403000000,潞州区,,
140403001000,东街街道,,
140403002000,西街街道,,
140403003000,英雄南路街道,,
140403004000,英雄中路街道,,
140403005000,紫金街街道,,
140403006000,太行东街街道,,
140403007000,太行西街街道,,
140403008000,延安南路街道,,
140403009000,常青街道,,
140403010000,五马街道,,
140403013000,堠北庄街道,,
140403014000,老顶山街道,,
140403015000,大辛庄街道,,
140403103000,马厂镇,,
140403104000,黄碾镇,,
140403105000,西白兔镇,,
140404000000,上党区,,
140404001000,韩店街道,,
140404101000,苏店镇,,
140404102000,荫城镇,,
140404103000,西火镇,,
140404104000,八义镇,,
140404106000,郝家庄镇,,
140404201000,西池乡,,
140404202000,北呈乡,,
140404203000,东和乡,,
140404205000,南宋镇,,
140405000000,屯留区,,
140405001000,麟绛街道,,
140405101000,上村镇,,
140405102000,渔泽镇,,
140405103000,余吾镇,,
140405104000,吾元镇,,
140405105000,张店镇,,
140405106000,丰宜镇,,
140405200000,李高乡,,
140405201000,路村乡,,
140405202000,河神庙乡,,
140406000000,潞城区,,
140406001000,潞华街道,,
140406002000,成家川街道,,
140406004000,翟店街道,,
140406100000,店上镇,,
140406101000,微子镇,,
140406102000,辛安泉镇,,
140406104000,史回镇,,
140406201000,黄牛蹄乡,,
140423000000,襄垣县,,
140423100000,古韩镇,,
140423101000,王桥镇,,
140423102000,侯堡镇,,
140423103000,夏店镇,,
140423104000,虒亭镇,,
140423105000,西营镇,,
140423106000,王村镇,,
140423107000,下良镇,,
140423109000,善福镇,,
140425000000,平顺县,,
140425100000,青羊镇,,
140425101000,龙溪镇,,
140425102000,石城镇,,
140425103000,苗庄镇,,
140425106000,玉峡关镇,,
140425200000,西沟乡,,
140425201000,东寺头乡,,
140425202000,虹梯关乡,,
140425203000,阳高乡,,
140425204000,北耽车乡,,
140425206000,北社乡,,
140426000000,黎城县,,
140426101000,东阳关镇,,
140426102000,上遥镇,,
140426103000,西井镇,,
140426104000,黄崖洞镇,,
140426105000,黎侯镇,,
140426106000,洪井镇,,
140426107000,西仵镇,,
140426108000,程家山镇,,
140427000000,壶关县,,
140427100000,龙泉镇,,
140427101000,百尺镇,,
140427102000,店上镇,,
140427103000,晋庄镇,,
140427104000,树掌镇,,
140427105000,大峡谷镇,,
140427108000,集店镇,,
140427201000,黄山乡,,
140427202000,东井岭乡,,
140427203000,石坡乡,,
140428000000,长子县,,
140428100000,丹朱镇,,
140428101000,鲍店镇,,
140428102000,石哲镇,,
140428103000,大堡头镇,,
140428104000,慈林镇,,
140428105000,色头镇,,
140428106000,南漳镇,,
140428108000,宋村镇,,
140428109000,南陈镇,,
140428201000,碾张乡,,
140428202000,常张乡,,
140429000000,武乡县,,
140429100000,丰州镇,,
140429101000,洪水镇,,
140429102000,蟠龙镇,,
140429103000,监漳镇,,
140429104000,故城镇,,
140429107000,韩北镇,,
140429202000,大有乡,,
140429203000,贾豁乡,,
140429205000,上司乡,,
140429206000,石北乡,,
140429207000,涌泉乡,,
140429208000,分水岭乡,,
140430000000,沁县,,
140430100000,定昌镇,,
140430101000,郭村镇,,
140430102000,故县镇,,
140430103000,新店镇,,
140430104000,漳源镇,,
140430105000,册村镇,,
140430107000,沁州黄镇,,
140430108000,南里镇,,
140430109000,松村镇,,
140430203000,牛寺乡,,
140430206000,杨安乡,,
140431000000,沁源县,,
140431100000,沁河镇,,
140431102000,灵空山镇,,
140431103000,王和镇,,
140431105000,王陶镇,,
140431107000,景凤镇,,
140431108000,郭道镇,,
140431200000,中峪乡,,
140431201000,法中乡,,
140431202000,交口乡,,
140431203000,聪子峪乡,,
140431204000,韩洪乡,,
140431207000,赤石桥乡,,
140500000000,晋城市,,
140502000000,城区,,
140502001000,东街街道,,
140502002000,西街街道,,
140502003000,南街街道,,
140502004000,北街街道,,
140502006000,钟家庄街道,,
140502007000,西上庄街道,,
140502009000,开发区街道,,
140502100000,北石店镇,,
140521000000,沁水县,,
140521100000,龙港镇,,
140521101000,中村镇,,
140521102000,郑庄镇,,
140521103000,端氏镇,,
140521104000,嘉峰镇,,
140521105000,郑村镇,,
140521106000,柿庄镇,,
140521201000,土沃乡,,
140521202000,张村乡,,
140521204000,胡底乡,,
140521205000,固县乡,,
140521206000,十里乡,,
140522000000,阳城县,,
140522100000,凤城镇,,
140522101000,北留镇,,
140522102000,润城镇,,
140522103000,町店镇,,
140522104000,芹池镇,,
140522105000,次营镇,,
140522106000,横河镇,,
140522107000,河北镇,,
140522108000,蟒河镇,,
140522109000,东冶镇,,
140522113000,白桑镇,,
140522114000,演礼镇,,
140522201000,寺头乡,,
140522202000,西河乡,,
140522205000,董封乡,,
140524000000,陵川县,,
140524100000,崇文镇,,
140524101000,礼义镇,,
140524102000,附城镇,,
140524103000,西河底镇,,
140524104000,平城镇,,
140524105000,杨村镇,,
140524106000,潞城镇,,
140524204000,夺火乡,,
140524206000,马圪当乡,,
140524207000,古郊乡,,
140524209000,六泉乡,,
140525000000,泽州县,,
140525100000,南村镇,,
140525101000,下村镇,,
140525102000,大东沟镇,,
140525103000,周村镇,,
140525104000,犁川镇,,
140525105000,晋庙铺镇,,
140525106000,金村镇,,
140525107000,高都镇,,
140525108000,巴公镇,,
140525109000,大阳镇,,
140525110000,山河镇,,
140525111000,大箕镇,,
140525112000,柳树口镇,,
140525113000,北义城镇,,
140525114000,南岭镇,,
140525115000,川底镇,,
140581000000,高平市,,
140581001000,北城街道,,
140581002000,东城街道,,
140581003000,南城街道,,
140581100000,米山镇,,
140581101000,三甲镇,,
140581102000,陈区镇,,
140581103000,北诗镇,,
140581104000,河西镇,,
140581105000,马村镇,,
140581106000,野川镇,,
140581107000,寺庄镇,,
140581108000,神农镇,,
140581202000,建宁乡,,
140581204000,石末乡,,
140581207000,原村乡,,
140600000000,朔州市,,
140602000000,朔城区,,
140602001000,北城街道,,
140602002000,南城街道,,
140602003000,神头街道,,
140602004000,北旺庄街道,,
140602100000,神头镇,,
140602101000,利民镇,,
140602200000,下团堡乡,,
140602201000,小平易乡,,
140602202000,滋润乡,,
140602204000,南榆林乡,,
140602205000,贾庄乡,,
140602206000,沙塄河乡,,
140602207000,窑子头乡,,
140602208000,张蔡庄乡,,
140603000000,平鲁区,,
140603100000,井坪镇,,
140603101000,凤凰城镇,,
140603200000,白堂乡,,
140603201000,陶村乡,,
140603202000,下水头乡,,
140603203000,双碾乡,,
140603204000,阻虎乡,,
140603205000,高石庄乡,,
140603206000,西水界乡,,
140603207000,下面高乡,,
140603209000,向阳堡乡,,
140603210000,榆岭乡,,
140621000000,山阴县,,
140621100000,玉井镇,,
140621101000,北周庄镇,,
140621102000,古城镇,,
140621103000,岱岳镇,,
140621104000,广武镇,,
140621200000,吴马营乡,,
140621201000,马营乡,,
140621202000,下喇叭乡,,
140621203000,合盛堡乡,,
140621205000,安荣乡,,
140621206000,薛圐圙乡,,
140621209000,马营庄乡,,
140622000000,应县,,
140622100000,金城镇,,
140622101000,南河种镇,,
140622102000,下社镇,,
140622200000,镇子梁乡,,
140622201000,义井乡,,
140622202000,臧寨乡,,
140622203000,大黄巍乡,,
140622204000,杏寨乡,,
140622205000,下马峪乡,,
140622206000,南泉乡,,
140622207000,大临河乡,,
140622208000,白马石乡,,
140623000000,右玉县,,
140623100000,新城镇,,
140623101000,右卫镇,,
